,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
2188,a7dbcf5043158d6fa72859eead2f3d10,b4555c86f2cac80eb9a05546896ac079,delivered,2017-05-16 12:28:32,2017-05-16 13:10:13,2017-05-17 13:53:58,2017-05-23 11:53:40,2017-06-16 00:00:00,4b260124c37fa1631a516b19eeee2558,5.0,,,2017-05-23 00:00:00,2017-05-24 03:46:59
2189,a7dbcf5043158d6fa72859eead2f3d10,b4555c86f2cac80eb9a05546896ac079,delivered,2017-05-16 12:28:32,2017-05-16 13:10:13,2017-05-17 13:53:58,2017-05-23 11:53:40,2017-06-16 00:00:00,44d1e9165ec54b1d89d33594856af859,4.0,,,2017-05-24 00:00:00,2017-05-24 23:15:21
2324,9105e733a6a8fcccf4fced822e1a67ae,874dfb94ae7ceab047226c11f81cba46,delivered,2017-12-13 21:34:31,2017-12-15 02:17:25,2017-12-15 17:33:01,2017-12-18 21:46:33,2018-01-12 00:00:00,c141e288b3722caeb717911e52fee32f,5.0,,"Produto original, bom preço e entrega rápida!!!",2017-12-19 00:00:00,2017-12-20 14:21:37
2325,9105e733a6a8fcccf4fced822e1a67ae,874dfb94ae7ceab047226c11f81cba46,delivered,2017-12-13 21:34:31,2017-12-15 02:17:25,2017-12-15 17:33:01,2017-12-18 21:46:33,2018-01-12 00:00:00,a6ea5f040752d085542387f63a521a6f,5.0,,,2017-12-19 00:00:00,2017-12-20 14:22:13
2815,9c54a1816e487456bb7eb5082b9823ff,1d48a5dcde374b9d63b2c29e6af97cb8,delivered,2017-01-17 14:23:54,2017-01-17 14:30:16,2017-01-18 08:27:58,2017-02-08 08:43:59,2017-03-02 00:00:00,b5c66480c76e304e904cf9c16a883113,5.0,,,2017-01-31 00:00:00,2017-02-01 10:04:17
2816,9c54a1816e487456bb7eb5082b9823ff,1d48a5dcde374b9d63b2c29e6af97cb8,delivered,2017-01-17 14:23:54,2017-01-17 14:30:16,2017-01-18 08:27:58,2017-02-08 08:43:59,2017-03-02 00:00:00,7c46b82b29a9caaeb06d6c03bbcecab4,4.0,,,2017-02-09 00:00:00,2017-02-10 09:36:39
3148,7d4101163410b1380268da3933e691f1,603836070f1882347e4800d647793d88,delivered,2017-07-20 23:03:33,2017-07-20 23:15:14,2017-07-21 14:27:44,2017-07-26 20:17:41,2017-08-21 00:00:00,03fdc89fe3999cec7b3f35eda0d6343f,3.0,,,2017-08-08 00:00:00,2017-08-09 00:04:57
3149,7d4101163410b1380268da3933e691f1,603836070f1882347e4800d647793d88,delivered,2017-07-20 23:03:33,2017-07-20 23:15:14,2017-07-21 14:27:44,2017-07-26 20:17:41,2017-08-21 00:00:00,fd684b9378d1ce2b1b782508c7497990,1.0,,,2017-07-27 00:00:00,2017-07-28 00:51:49
3394,cbf088f9ac169d9c7eddcaa9c5e465fe,db65a636fcd05b218b138dc46a2cbb4e,delivered,2018-02-10 15:13:12,2018-02-10 15:25:25,2018-02-21 10:29:26,2018-03-02 15:27:57,2018-03-12 00:00:00,61e68b9000600c1edcb7a3e62c8a51fc,5.0,,,2018-03-03 00:00:00,2018-03-03 20:32:01
3395,cbf088f9ac169d9c7eddcaa9c5e465fe,db65a636fcd05b218b138dc46a2cbb4e,delivered,2018-02-10 15:13:12,2018-02-10 15:25:25,2018-02-21 10:29:26,2018-03-02 15:27:57,2018-03-12 00:00:00,802625a677574359b686fa766caa02b3,5.0,,,2018-03-03 00:00:00,2018-03-03 20:32:13
3717,3fe4dbcdb046a475dbf25463c1ca78bd,e17387227a12c3cac59fc44523d162e5,delivered,2017-08-30 06:22:58,2017-08-30 07:00:08,2017-08-30 20:43:45,2017-09-06 18:42:36,2017-09-26 00:00:00,308316408775d1600dad81bd3184556d,5.0,,"Ajudem a rastrear uma das 3 prateleiras que faltou, só chegaram 2 delas...",2017-09-07 00:00:00,2017-09-11 09:58:09
3718,3fe4dbcdb046a475dbf25463c1ca78bd,e17387227a12c3cac59fc44523d162e5,delivered,2017-08-30 06:22:58,2017-08-30 07:00:08,2017-08-30 20:43:45,2017-09-06 18:42:36,2017-09-26 00:00:00,89d6214895235bb95c50edd0a15f0c67,5.0,,,2017-09-12 00:00:00,2017-09-13 10:09:12
4025,230429e6f253f9cd6561aad72ce7ee2f,a7924be36d69088596f4ceb0178adf28,delivered,2018-07-18 13:30:45,2018-07-19 15:30:27,2018-07-30 13:42:00,2018-07-31 18:58:33,2018-08-03 00:00:00,74090c1156e2919231690c770e7cd572,5.0,super recomendo,"Produto lindo,adorei!!",2018-08-01 00:00:00,2018-08-01 22:23:30
4026,230429e6f253f9cd6561aad72ce7ee2f,a7924be36d69088596f4ceb0178adf28,delivered,2018-07-18 13:30:45,2018-07-19 15:30:27,2018-07-30 13:42:00,2018-07-31 18:58:33,2018-08-03 00:00:00,bcab607c602aa2ebf22f6889eb896823,5.0,super recomendo,"Fiquei muito satisfeita com o produto,fiz um pedido especial para entrega ,e eles acolheram este pedido,que pra mim fez toda a diferença.Muito feliz obrigada nota 10.",2018-07-22 00:00:00,2018-07-25 00:27:00
4071,246b14cc444e8a7df0afd80495dfa052,f327c66b64d68e69e89d4b90680787aa,delivered,2018-07-04 01:20:01,2018-07-05 16:33:20,2018-07-05 14:58:00,2018-07-06 19:22:45,2018-07-19 00:00:00,62e707cd3907d8766accf92b716e9edb,4.0,,,2018-07-07 00:00:00,2018-07-09 22:58:50
4072,246b14cc444e8a7df0afd80495dfa052,f327c66b64d68e69e89d4b90680787aa,delivered,2018-07-04 01:20:01,2018-07-05 16:33:20,2018-07-05 14:58:00,2018-07-06 19:22:45,2018-07-19 00:00:00,dc4744d42039931c560913a239cbcb73,4.0,Bom,,2018-07-07 00:00:00,2018-07-07 22:33:21
5016,c7cfea0c153e6382e32e84c2a9dd7d2e,a8c2e32aed3234b2ee687d8ec36adb20,delivered,2017-10-03 11:54:15,2017-10-03 12:07:18,2017-10-04 17:17:42,2017-10-20 21:13:30,2017-10-27 00:00:00,87b3922f1f4469b6a8f9d954d30b188f,5.0,,,2017-10-25 00:00:00,2017-10-27 01:10:02
5017,c7cfea0c153e6382e32e84c2a9dd7d2e,a8c2e32aed3234b2ee687d8ec36adb20,delivered,2017-10-03 11:54:15,2017-10-03 12:07:18,2017-10-04 17:17:42,2017-10-20 21:13:30,2017-10-27 00:00:00,32e2c7e889f7a185d462265398ee3631,5.0,,,2017-10-21 00:00:00,2017-10-22 00:47:25
5295,34de5f7952fbd04a9a1e5d7001b014b5,c49d4daab284e5d3dfcfb28a797edc70,delivered,2018-02-24 12:43:45,2018-02-24 12:56:09,2018-02-27 22:36:57,2018-03-08 21:18:31,2018-03-16 00:00:00,4f538107c1ba3eb5db27404aa7c8d9e3,1.0,,"as cores nao sao da propaganda
",2018-03-09 00:00:00,2018-03-09 18:34:47
5296,34de5f7952fbd04a9a1e5d7001b014b5,c49d4daab284e5d3dfcfb28a797edc70,delivered,2018-02-24 12:43:45,2018-02-24 12:56:09,2018-02-27 22:36:57,2018-03-08 21:18:31,2018-03-16 00:00:00,4696aab7040bda1e18115fcf90d532f3,1.0,,nao recebe as cores pedidos,2018-03-09 00:00:00,2018-03-10 00:46:40
5363,6401cfe160d72392195bd6e311a582cd,8ba270702525761a8e15b588882f92a2,delivered,2018-02-24 17:49:16,2018-02-24 18:07:24,2018-03-13 01:12:04,2018-03-24 17:02:43,2018-03-16 00:00:00,ecbc75f32c2ede5000085adda4db0c6f,2.0,,"A informação de que o produto chegou não procede. A previsão de que seria entregue dia 16/03, porém o produto apesar de já ter a NF emitida não foi para a transportadora.
Aguardo retorno.",2018-03-18 00:00:00,2018-03-19 12:24:16
5364,6401cfe160d72392195bd6e311a582cd,8ba270702525761a8e15b588882f92a2,delivered,2018-02-24 17:49:16,2018-02-24 18:07:24,2018-03-13 01:12:04,2018-03-24 17:02:43,2018-03-16 00:00:00,d6096704b4ee25d0336dc056f119f70c,2.0,,Produto consta como entregue aos correios do RJ desde o dia 20/03 e ainda não saiu para entrega.,2018-03-20 00:00:00,2018-03-22 21:07:04
5469,bcb0343717a9e0265e156e34c25c3dc0,40272bfc2f46fc530bb6eb75977b5a07,delivered,2017-08-05 14:55:19,2017-08-05 15:10:14,2017-08-09 18:03:22,2017-08-11 17:57:50,2017-09-14 00:00:00,7809e9182263f632c86c4a8264830c06,4.0,,,2017-08-25 00:00:00,2017-08-26 01:53:38
5470,bcb0343717a9e0265e156e34c25c3dc0,40272bfc2f46fc530bb6eb75977b5a07,delivered,2017-08-05 14:55:19,2017-08-05 15:10:14,2017-08-09 18:03:22,2017-08-11 17:57:50,2017-09-14 00:00:00,5a14640b2a0f2e851c5cad3afde858ba,5.0,,,2017-08-12 00:00:00,2017-08-13 00:43:36
5511,076d991923ee938761994a4255f5c5da,9a22acb51c785b2f42ec2fe871ea3bd2,delivered,2017-12-11 09:13:27,2017-12-11 09:30:01,2017-12-14 18:59:51,2017-12-29 21:39:02,2018-01-08 00:00:00,48f315adb0fcfc986321083d894884a6,5.0,,,2017-12-30 00:00:00,2017-12-31 12:26:08
5512,076d991923ee938761994a4255f5c5da,9a22acb51c785b2f42ec2fe871ea3bd2,delivered,2017-12-11 09:13:27,2017-12-11 09:30:01,2017-12-14 18:59:51,2017-12-29 21:39:02,2018-01-08 00:00:00,939fe38641c70cb7f02846833d7bea1e,5.0,,,2017-12-23 00:00:00,2017-12-24 12:15:37
5693,0b5588f04551d90ee148462bb65dfddf,48c6a2ca13657875d84b5c3b2271fdba,delivered,2018-07-18 00:08:34,2018-07-18 00:21:44,2018-07-23 13:18:00,2018-08-03 14:54:50,2018-08-09 00:00:00,ebafde0e0d7cc00d0af52d25a3ba12fd,3.0,,,2018-08-04 00:00:00,2018-08-04 23:33:37
5694,0b5588f04551d90ee148462bb65dfddf,48c6a2ca13657875d84b5c3b2271fdba,delivered,2018-07-18 00:08:34,2018-07-18 00:21:44,2018-07-23 13:18:00,2018-08-03 14:54:50,2018-08-09 00:00:00,27484997dcc084666f68b3a58a4804d3,3.0,,,2018-07-26 00:00:00,2018-07-27 15:37:38
5762,c000c9de28e2436553f200d0faf8eb97,e1bad92b722b5c4d529acd7eaedae6e9,delivered,2017-11-05 22:21:01,2017-11-05 22:30:51,2017-11-07 21:03:26,2017-11-21 23:21:21,2017-12-05 00:00:00,cf007e6d8f2179ea8d8c5a065bc62c4b,5.0,,"Muito linda tecido excelente recomendado.
A única coisa que não gostei foi do valor dos fretes. Podia ser frete único e mais em conta.",2017-11-22 00:00:00,2017-11-23 14:53:55
5763,c000c9de28e2436553f200d0faf8eb97,e1bad92b722b5c4d529acd7eaedae6e9,delivered,2017-11-05 22:21:01,2017-11-05 22:30:51,2017-11-07 21:03:26,2017-11-21 23:21:21,2017-12-05 00:00:00,b6a4180ee3b8988ed0e5048c261837a2,5.0,,,2017-11-22 00:00:00,2017-11-23 15:14:24
5768,5642f00882c2ab59e001778dc483135f,6d3daf88dad3c59f48f9ec367fc43a78,delivered,2018-02-09 21:41:44,2018-02-09 21:50:28,2018-02-16 21:04:08,2018-03-23 20:34:34,2018-03-07 00:00:00,7f90592b83529987ba53499eedac7441,1.0,,,2018-03-09 00:00:00,2018-03-10 21:34:46
5769,5642f00882c2ab59e001778dc483135f,6d3daf88dad3c59f48f9ec367fc43a78,delivered,2018-02-09 21:41:44,2018-02-09 21:50:28,2018-02-16 21:04:08,2018-03-23 20:34:34,2018-03-07 00:00:00,a8618e617f23ff1f98349417726fe06a,4.0,,,2018-03-08 00:00:00,2018-03-10 21:33:54
6039,17df2cc060680fc1712991499b645cd2,4f1d87556cc2fdaee491b0cb9e05f155,delivered,2017-05-01 18:58:53,2017-05-01 19:05:17,2017-05-02 11:38:56,2017-05-09 20:57:44,2017-05-23 00:00:00,1f5aa5d7c3ee7895e4d223797b5a5f2d,5.0,,Tudo ocorreu de forma eficiente,2017-05-10 00:00:00,2017-05-12 00:58:11
6040,17df2cc060680fc1712991499b645cd2,4f1d87556cc2fdaee491b0cb9e05f155,delivered,2017-05-01 18:58:53,2017-05-01 19:05:17,2017-05-02 11:38:56,2017-05-09 20:57:44,2017-05-23 00:00:00,7478e8053fe055082feb0aa7a0242334,3.0,,Comprei outros produtos na loja e chegaram e um deles não chegou. Estou aguardando. ,2017-06-08 00:00:00,2017-06-09 15:52:48
6063,2e84df8fa5a2f0d5eab815d6c157b1f3,3b437bb9a2bdf74dc640da169e25a15b,delivered,2017-10-03 11:27:21,2017-10-04 11:40:21,2017-10-09 20:03:02,2017-10-24 10:38:37,2017-10-31 00:00:00,5c5dd872d53874c7b9d013cd72264a66,5.0,,,2017-10-09 00:00:00,2017-10-10 22:47:23
6064,2e84df8fa5a2f0d5eab815d6c157b1f3,3b437bb9a2bdf74dc640da169e25a15b,delivered,2017-10-03 11:27:21,2017-10-04 11:40:21,2017-10-09 20:03:02,2017-10-24 10:38:37,2017-10-31 00:00:00,e13128391a71b69596a2d644a2ad0948,1.0,,"Recebi o produto diferente do que foi adquirido e não consegui contato com a loja por nenhum meio .
",2017-10-25 00:00:00,2017-10-25 13:17:41
6406,7ceb3c8bbf48eaa776064d56012afbc1,d1716127507963cc4ee83fea7669bb82,delivered,2018-03-05 20:13:00,2018-03-05 20:28:52,2018-03-08 00:06:55,2018-03-13 00:24:29,2018-03-21 00:00:00,1c0dcb67a987eac41f18d8d2556c1059,5.0,,,2018-03-13 00:00:00,2018-03-15 20:19:43
6407,7ceb3c8bbf48eaa776064d56012afbc1,d1716127507963cc4ee83fea7669bb82,delivered,2018-03-05 20:13:00,2018-03-05 20:28:52,2018-03-08 00:06:55,2018-03-13 00:24:29,2018-03-21 00:00:00,0a2d1206f8b2473cd3ddf69b51bca98a,5.0,,,2018-03-14 00:00:00,2018-03-16 09:05:13
6623,275322de6426ec5071b219b77fba6a65,ad970b9bf9eb36c6faa345affe1cf138,delivered,2018-01-16 23:21:40,2018-01-16 23:29:47,2018-01-17 21:54:38,2018-01-25 11:58:52,2018-02-15 00:00:00,79dcf23d0e5af84254760b5e8af526fa,3.0,,"Comprei 2 cartuchos achando que eram do mesmo fornecedor. Por fim paguei 2 fretes desnecessários pois 2 cartuchos foram enviados separadamente em datas diferentes .
Não gostei. ",2018-01-30 00:00:00,2018-02-02 01:59:31
6624,275322de6426ec5071b219b77fba6a65,ad970b9bf9eb36c6faa345affe1cf138,delivered,2018-01-16 23:21:40,2018-01-16 23:29:47,2018-01-17 21:54:38,2018-01-25 11:58:52,2018-02-15 00:00:00,d03d9e2a41e2cf1bc7e5317f32b79532,3.0,,"O problema eh que pagamos 2 fretes pro mesmo fornecedor de cartuchos. Ai,..chega um com 15 dias e outro com mais uma semana. 
Este eh o problema das lannister. Falta gestão junto fornecedor. ....",2018-01-26 00:00:00,2018-01-26 16:10:06
6646,deab5b501cae4f6475a45bb4eaf79b61,d3a1c4e76fdb0eb4754a16e174d77f3a,delivered,2017-12-11 12:48:04,2017-12-11 12:58:26,2017-12-20 00:21:42,2018-01-05 01:35:14,2018-01-15 00:00:00,a306a409b9317a6ade50e735b513e042,4.0,,"Ela é bem compacta, porém, se nao tiver cuidado, podem cair os documentos. Seria bom que tivesse um lacre na vertical para evitar isto.",2017-12-19 00:00:00,2017-12-19 23:31:03
6647,deab5b501cae4f6475a45bb4eaf79b61,d3a1c4e76fdb0eb4754a16e174d77f3a,delivered,2017-12-11 12:48:04,2017-12-11 12:58:26,2017-12-20 00:21:42,2018-01-05 01:35:14,2018-01-15 00:00:00,b2935d1afb8b664cdbaea09568e6e5e5,4.0,,,2018-01-05 00:00:00,2018-01-05 21:28:46
7009,5c2049caca936695cfa43805ebe7d8e3,427be35f79110d97b5624f9791d8714d,delivered,2018-02-05 19:25:42,2018-02-05 19:50:04,2018-02-07 19:28:58,2018-03-20 18:18:31,2018-03-15 00:00:00,88c2ca4a145483d52752ab4aede53585,2.0,,Estou sem trabalha por que o meu kit de tesouras fio de navalha não chego e eu quero receber sou cliente a tanto tempo e acontece isso comigo como vai ficar minha cituaçao ,2018-03-17 00:00:00,2018-03-17 09:17:56
7010,5c2049caca936695cfa43805ebe7d8e3,427be35f79110d97b5624f9791d8714d,delivered,2018-02-05 19:25:42,2018-02-05 19:50:04,2018-02-07 19:28:58,2018-03-20 18:18:31,2018-03-15 00:00:00,8ca5764890772ed8dca028e1c969d898,2.0,,Rapaz eu estou precisando do meu kit de tesouras fiu de navalha e não foi entregue ainda é eu estou esperando eu quero saber se a loja vai mandar pra mim pq preciso desse kit pra mim trabalhar ,2018-03-03 00:00:00,2018-03-13 15:01:09
7162,250587cf0cafce7892b56a47a1697833,8ef068a69681113e7a8d59ce98f23c24,delivered,2018-02-15 17:42:18,2018-02-15 17:50:37,2018-02-21 23:29:05,2018-02-22 23:36:37,2018-03-08 00:00:00,390d8904e05826a4f25ba037ac2a51d4,5.0,,"Lindo, levinho, adorei",2018-02-25 00:00:00,2018-03-07 14:21:31
7163,250587cf0cafce7892b56a47a1697833,8ef068a69681113e7a8d59ce98f23c24,delivered,2018-02-15 17:42:18,2018-02-15 17:50:37,2018-02-21 23:29:05,2018-02-22 23:36:37,2018-03-08 00:00:00,69ec90172e438859031b0a21291792fa,5.0,,Lindo e prático,2018-02-23 00:00:00,2018-03-09 13:34:18
7246,6b9c8c185575db6251ea1e2c699cddd5,c5bc9b19d037a1e48cb6b6c11c9a2bdf,delivered,2018-01-31 10:15:48,2018-02-01 02:56:03,2018-02-03 00:48:37,2018-02-19 16:37:12,2018-03-02 00:00:00,aa12009c1431a5e767b682c2a8a4d6e4,4.0,,,2018-02-20 00:00:00,2018-02-22 21:00:35
7247,6b9c8c185575db6251ea1e2c699cddd5,c5bc9b19d037a1e48cb6b6c11c9a2bdf,delivered,2018-01-31 10:15:48,2018-02-01 02:56:03,2018-02-03 00:48:37,2018-02-19 16:37:12,2018-03-02 00:00:00,47279c241ba7e123bb5b5175534131e2,4.0,,,2018-02-20 00:00:00,2018-02-20 19:11:48
7408,03515a836bb855b03f7df9dee520a8fc,153e6d880db3cac30ecfeb13e0047841,delivered,2018-01-19 13:24:38,2018-01-19 13:36:01,2018-01-19 21:47:56,2018-02-05 14:33:00,2018-03-01 00:00:00,1dee9d450a2b8533d2085cef898ca4a2,5.0,,,2018-02-06 00:00:00,2018-02-06 17:19:21
7409,03515a836bb855b03f7df9dee520a8fc,153e6d880db3cac30ecfeb13e0047841,delivered,2018-01-19 13:24:38,2018-01-19 13:36:01,2018-01-19 21:47:56,2018-02-05 14:33:00,2018-03-01 00:00:00,5e1ee2e924a1dd10d80b99555383c0a7,5.0,,,2018-01-31 00:00:00,2018-02-01 01:26:24
7417,ec7c6bfed4adf361322a0b6d6e5bfc51,a687e5a5834b405de80b7b7e23839e05,delivered,2018-02-27 15:21:59,2018-02-27 15:35:34,2018-02-28 20:54:51,2018-03-07 18:45:30,2018-03-22 00:00:00,4091fc400610482d68bc9ff4d030c9b6,5.0,,,2018-03-08 00:00:00,2018-03-09 12:44:51
